ID,Text,Sub-task A,Sub-task B
C4.800,Guru hain mere aap,NAG,NGEN
C29.1.2,Vipan Singh Rajput chutya he tu,OAG,GEN
C7.984,Feminism ke naam pr ab bas chutiyapa hota he,OAG,NGEN
C33.95,ये वास्तव मे पृकति के खिलाफ है,NAG,NGEN
C4.146,Salaa Jab tak Hindustan me SaneeMa hai.....Log Chutiya bnte rahenge..😶,CAG,NGEN
C25.495,koi investigation nahi hoti aise hi dharr liya jata hai,NAG,NGEN
C32.11.1,@Pravin Nimje achhese chodunga tuje number do,OAG,GEN
C4.67,"Bhai chutiya bnate hai bs, real life Mai koi Lena Dena nhi hota 🙂",CAG,NGEN
C4.422,"Bhai ye baat to ramadhir singh ne bohot pahle hi bol di thi...  
Jab tak india me bollywood hai sap chutiya hi bante rahenge....",NAG,NGEN
C7.2405.1,"@डिजिटल लंड भक्त विकास प्राधिकरणmere bhai pahle video to dekh le topic to iske
bare me h hi ni aur jo so called feminist h na vo log ladkiyon ke aese alagh
alag logi se sex karne ko badhava de rhe h ye us bare me bola h usne",OAG,GEN
C19.108,"Shwetank se review mat Karaya karo  
Use bolna bhi nhi aata",CAG,NGEN
C21.229,Pratik tuje koi movie pasand ati ki nahi...,CAG,NGEN
C21.39,"Yaar sab jaao dekhne ...samjh nahi aata itni acchi film log kyu nahi
dekhte...dream girl or chichore jaisi bakwas content hi pasand aate hain logon
ko.",CAG,NGEN
C7.2168,"Bhai mujhe ye Bata knife point pe koi rape threat karta hai ; ye toxic
masculinity nhi hai ? Grow up, chutiye!",OAG,NGEN
C7.183,"Bhai apka review Dekh ke maja ageya  
Nice explain keep it",NAG,NGEN
C10.1395,"On situation on NPR I am remembering a song of mithun,,tum(congress) piyo to
gangajal ye hai hum(bjp)piye to hai sharab",CAG,NGEN
C7.288,🤣bohot sukoon mila :),NAG,NGEN
C4.960.4,@Master Devoe hamesha ladke galat nahi hote wala video me.,NAG,NGEN
C7.352,"Bhai apka revives bahut hatke hota he...par ek film samikhak yutub par
he...female....nam he dikaha isko kuch jyada mirchi lag rahi he.....siksha
jyada pagal ho rahi he",CAG,NGEN
C4.903,Motivation k naam pr kuch nahi hai es movie me.,CAG,NGEN
C26.121,"shai baat hai ladkiya 498a laga ke jutha or puri family ko andar kara deti h
aj k time mai koi dhaj nahi magta",NAG,NGEN
C36.450,"सर जहाँ तक मुझे लगता है यदि समलैंगिकता सेना में किसी भी तरह का व्यवधान न
उत्पन्न करें तो अनुमति होनी चाहिए परंतु यह आवश्यक है कि किसी भी तरह की परेशानी
होती है तो दंड का प्रावधान भी होना चशिये",NAG,NGEN
C10.1083,Is buddhe chutie ko kyu bulate ho,OAG,NGEN
C4.2114,Saddi mea jarroor ana ...ke bare mea keya kheyal hai .,NAG,NGEN
C38.725.4,"Stereotype mat karo. LGBTQ movement exactly isi cheez ko oppose karti h. Video
mein kitne uncle aunty ne support kiya.",NAG,NGEN
C7.1896,Stree me friendship ka matlab kuch aur hota hai prateek bhai😂😂😂,NAG,NGEN
C7.259,"Itna ad mat do.. Sir.. Vdo dikjna.. Achha nehi lagta.. Interest and
contraction chala jata hai.. Ehi bat sandeep maheshwari ne bataya tha",NAG,NGEN
C7.594,"ek hi kutta hai bollywood mein jiski sbse gaand jlti hai.. umeed hai sb smjh
gye hoge",OAG,GEN
C59.338,Lajobab,NAG,NGEN
C38.145,"[3:47](https://www.youtube.com/watch?v=ZzsAuDkXq1M&t=3m47s) baccha gay paida
hua to use khatam kar dega",OAG,GEN
C32.110.2,@Alijah hussain mirza ?,NAG,NGEN
C38.199,"वासना और कामुक्ता को जिदंगी समझते हो , जो है ही नहीं ।",NAG,NGEN
C4.2036,"Bhai lagta h m bhi ab aap ke tarah soch ne lag gaya hu 😂😂 kyuki meri bhi yahi
same opinion tha...",NAG,NGEN
C55.86,akdom aporadh to aporadh hi cahe wo koi vi ho,CAG,NGEN
C7.2340.2,Hathi Raja kahan Chale,NAG,NGEN
C4.874,Bollywood ke direction producer chodu to script bhi chodu bhosdike,OAG,GEN
C26.189,"Ladke ke pas aur kya chara tha? Usne thik kiya. Apno ke maut ka badla lea.
Kyuki law sirf autat ka hi sunta hai.",CAG,NGEN
C25.454,"Kya chutiya ladkiya h ...in jasi ladkiyo ko dekh dekh k nafrat hone lagi h
ladkiyo se...😈😈",OAG,GEN
C32.18,SIRF GAYS KO BURA DIKHANA AATA H,CAG,NGEN
C4.1508,"Shwetabh sir please Laal Kaptaan movie ka analysis kab kronge????.....,",NAG,NGEN
C4.877,"Tuje itna problem he to q dekha KABIR SINGH,,,n u r saying shahid is
garbage....JUST FUCK OFF FROM HERE",OAG,NGEN
C7.2392.1,"Thank you so much aapne mere videos dobara nahi dekhne Ko Kasam khayi !  
Vaise bhi Sachchai kadvi Hoti hai, sab sun nahi sakte !  
Aur haa... Comment karne se pehle aapko video pura dekhna chahiye tha !  
Par koi baat nahi... Best of Luck 👍",CAG,NGEN
C21.248,I hope ye film logoki dimag m kuch paribartan lae,NAG,NGEN
C36.565,"Indian Constitution ke according soche to hum log kisse se bhed bhav Nahi Kar
sakte par practically AISA possible Nahi Hoga kyunki samaaj ki vichardhara ki
badal paana sambhav aasan Nahi. Mein aur aap sab ko samaan dekhe par AISA sab
sochege mushquil hai.",NAG,NGEN
C33.221,"apna lun de do mainu, mere lun pa do koi mota mota, my age 21",OAG,GEN
C32.34.3,@Arjun Kalsai ph. No. De do,NAG,NGEN
C7.1328,Bhai tune dil jeet liya😍 kya yar jawab diya hai 😍love you bhai ssly need this😊,NAG,NGEN
C4.814,"Abbe behenchod matlab sari hindustan dimag se paidal hai aur tu aur teri
subcriber ek human hai aur agar hai bhi toh behenchod kya ukhar liya🙄",OAG,GEN
C7.461,Kya bola bhai bhot hard !!!,NAG,NGEN
C68.234,Hindi x,NAG,NGEN
C36.1050,Nahi homa chahiye army me,NAG,NGEN
C10.815,iski chut jyada machal rahi hai.,OAG,GEN
C7.351.3,"@Khushi Panda Khushi Panda Upar ke comments padhe hai mene tumhare....English
ko to RIP kardiya..Jo padh rahe hai unko pata chal raha hai dimag se paidal
kon hai......  
  
""Primarital"" 😂😂😂",CAG,NGEN
C7.2582.1,"Bharat ki Drishti se Conservative aur Liberal hone ke mayne bilkul hi alag
alag hai...  
Ye video dekhiye -  
<https://youtu.be/yNdB772uAsU>",NAG,NGEN
C7.546,"Jab arjun reddy ai thi tab kaha mare pade the ye sab bhosdichod. Ye North
indians ke hi chutado me jada khujli hoti hai...",OAG,GEN
C7.576.1,Apko mirchi lagi quinki ap bhi usi type ki ho jo 2-3 ladko ke sath so chuki ho,OAG,GEN
C7.953.1,"@Kawaii Petrichor toh kya usne rape kiya ? jab hosh mein aaya toh nahi kiya na
...behek gaya tha vo and thats what director wanted to show ....sirf acchi
cheezein hi dekhni hai toh fairy tales padho movie dekhne ki zaroorat nahi",CAG,GEN
C4.376,last me vo bolti toh hai ki vo clinic join kar lia tha etc etc,NAG,NGEN
C25.520.3,"@DEV Karan beta yahi mobile hi to fasad ko jad hai.. Agar mobile naa bhi use
kare to kya koi pahad toot jayega.. Har baat ko jab tool doge to mamla
bigdega. Pehle pati ko jeeto fir mobile kya cjeez hai poora ghar hi aorat ka
jo jata hai.. Lekin tum log kaha samjhoge. Qanoon ne suppeort jo kar rakha
hai. Chotichoti baat bhi tum logo ko badi baat lagti hai..",CAG,NGEN
C4.1004,"Movie to Puri tatti hai. Jis din dekha usi din bola tha aur ajj shwetabh Bhai
ne bhi Bata Diya..😎😎😎",CAG,NGEN
C9.77,Aaj Sourabh trivedi ne rajdeep sardesai ko hi kaat diya,NAG,NGEN
C32.129.2,MARO PHIR APNA LUND,OAG,GEN
C36.680,"भारतीय सेना में इस तरह के लोगों का कोई काम नहीं है उनको कम से कम सेनाओं से दूर
रखा जाए। अन्यथा सेना के अन्दर एक दूरी बन सकती है ऑफिसर और सैनिकों के बीच।  
जय हिन्द  
वन्दे मातरम्",CAG,NGEN
C36.336,135 हिजड़ों ने dislike Kiya hai 😆😆😅🤣🤣,OAG,GEN
C4.247,"Bancho movie unrealistic aur main benchod 1st year commerce ka student movie
dekhke MBBS k liye motivate hoke wapas +2 science se krke NEET ka exam deneka
sochra hu ki kuch toh hojaega",NAG,GEN
C21.258,"जय श्री राम 🚩  
वन्दे मातरम् 🇮🇳",NAG,NGEN
C59.871,Jio jio boss,NAG,NGEN
C36.1137.1,@GUDERIAN TANK sahi kaha,NAG,NGEN
C36.414,में इसमे सहमत हूँ,NAG,NGEN
C26.65,Ladkiyone aasani se rupaye kamane ka tarika dhundha hai,NAG,NGEN
C4.223,"[13:30](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=13m30s) Unki zindagi me
time nai hota ye sab hram ghori ke",CAG,NGEN
C7.1469,Dil khol jata hai jab **Taimuir** word sunta hu.,OAG,NGEN
C7.1246,True bhai..,NAG,NGEN
C7.191,"First 3 minutes I have watched your videos. Mene or logo Ka vi review is movie
ke dekhe hai. Lekin tumhara Tara review se hatkar Kisi ne nehi batai.",NAG,NGEN
C19.159,"Lallantop  
Alag hi level par Khel rha hai  
Movie aayi nhi Abhi bhai logon ne review bhi kar diya",CAG,NGEN
C7.2383.1,"@Pratik Borade Maine Puri video Dekhi thi. main apki baat nahi Kar Raha tha,
comment section me log keh rehe the. Aur ha me manta hu, ki aap agar in sab
baton ke bare na soche, toh Kabir Singh ek bohot hi well written and directed
movie hai",NAG,NGEN
C4.108,"Review sun k lagta hai k itni wahiyaat script waali movie kaisi hogi 1 baar
dekh hi loon??? :D",NAG,NGEN
C7.2061,23 MAY 2019 KO PUBLIC OF INDIA ne reject kar diya hey LIBERALS ko,NAG,NGEN
C7.317,pyar nhi bhosriwale hawas,OAG,GEN
C7.843,Pragya sing thakur. Naathuraam godse. Ye sab bhi kya musalmaan the.??,NAG,NGEN
C7.907,"Ye chutiye feminists ko Dear Zindagi Wala dialogue pasand aaya hoga....Sofa
lene see pehoe 4 sofe or baith k trial krte hain phir pasand krte hain...had
it been a dialogue by Alia to SRK...tab ye kuch aur hi Matlab nikalte",OAG,NGEN
C7.995,Bewakoof h pratik ki Maa ki chut,OAG,GEN
C32.83.2,"@Hasan Sardar  
Kya huaa?😃",NAG,NGEN
C29.10,Gandu mc gand me land,OAG,GEN
C4.2216.4,Kuch chutiye hote hai jo hamesha dislike hi karte no matter video kaisi bhi ho,OAG,NGEN
C45.734,Knsa address plz and number do,NAG,NGEN
C36.958,"gaandu army man 😂 😂  
kyu bejti kro Bhai  
goli se darr nhi lgta sahab ji  
bs.................. se lgta h",CAG,NGEN
C7.145,Bhai sidha review Kara kar ya liberal feminist Sun sunka pak gaya,CAG,NGEN
C7.513.2,Ek baat bolu bura to nhi manogii,NAG,NGEN
C33.66,Bhai ye video mai to alg line hi chal raha hai bhai,NAG,NGEN
C4.2099,"Ek ladki ke piche 100 ladky hote hai But umar ke hissab se ye sahi lagta h
umar 15-18 ke bich think h career par dayan daina chiye",NAG,GEN
C59.1562,Jio Guru,NAG,NGEN
C7.2184,"Bhai film review karo sirf dusre bare mein baat kar kar karke 5 min ki baat ko
15 min kar dete ho",CAG,NGEN
C7.793,bhai movie samjh me nhi aati to review krna band karo..,CAG,NGEN
C59.1621,Jio Vai very good.👌👌👌👌👌👌👌👌,NAG,NGEN
C7.1390,Bhn ke lode tujhe review dena nhi aata bhsdk kun deta hai lol 😂 bhsdk,OAG,GEN
C4.532,चुतिया है,OAG,NGEN
C36.1116.1,Abhishek Palhii,NAG,NGEN
C36.1032,"Army journal aur sc judge in dono k upar mujhe shak ho rha hai ....Bhala aise
bayaan dene ki kya zarurat jo hum sab jaante hain",CAG,NGEN
C4.2141.2,"@ching pong koi na mere bhai.. apki AGE me hum bhi ese hi thy... Abhi virtual
reality ko sach maan lete h.... But TIME se bda sach kuch ni hota",NAG,NGEN
C7.1541,Liberals aur feminist khali khopdi wale log hai,CAG,NGEN
C9.201,"राजदीप जी जब मोदी की बात करतें है तब सिर्फ मोदी की बात करतें हैं ,लेकिन जब
अरुंदती रॉय की बात की तो मालवीय रूपी मक्खन मार के कर रहें हैं ताकी नमक ज्यादा
भी हो तो पता न चलने पाए .  
इसी को बॉयसनेस कहतें राजदीप जी .",CAG,NGEN
C4.369,bakwas picture.,NAG,NGEN
C4.1805,"Jhatu move jhatu Herooo or jhatu woo log jinkooo ye move pasand aayi. Saree
smackchiyo koo pasand ayi.",OAG,NGEN
C38.292,In sab ka kuch ni ho sakta,CAG,NGEN
C4.570,Kuch Acha nhi aana Bollywood se 😆,NAG,NGEN
C36.590,Army me to kya society में bhi nhi allow hona chahiye,CAG,NGEN
C4.869.3,Sahi kaha sandeep bro,NAG,NGEN
C7.967,Chutiye spoiler warning to deta!,OAG,NGEN
C33.31,"Arre yrr bhot achhi thi vdo aur comic bhi... Manjeet ki acting is soo funny
his expressions 😂",NAG,NGEN
C7.2236,In liberal aur feminist ko laat maar ke bhaga do humare desh se......,CAG,NGEN
C7.949,bawaal bhaisahab..bahut sahi kaha aapne,NAG,NGEN
C4.373,Aur purano news le aate mr.berozgaar,NAG,NGEN
C36.635,"Sabko samanta ka aadhikar home chahiye hme sex ke aadhar per kisi ko jaz karna
galat h  
Army join krne ka huk milna chahiye",NAG,NGEN
C38.323,MEETHA 😁😀,NAG,NGEN
C33.190,Nice Bhilog. Hamlog. Cathay Haay. Asae Ho,NAG,NGEN
C4.1141.2,Maine toh bc 2-3 saal se ek bhi Bollyshit movies nhi dekhi 😑,NAG,NGEN
C7.1076,Say directly jiske bare m aap bol ehe ho,NAG,NGEN
C36.259.2,"yeni Bharat mein army cheif bhi law ko follow nahi krte tuh army kia khaak
follow karegi !",OAG,NGEN
C10.317,NAKLI CHANNEL OF CHADDI BHAGAT GANG,CAG,NGEN
C4.2078,"i laughed hard [17:26](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=17m26s)
...  
kabir : maine injection le leiya thaa .  
preeti : [17:26](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=17m26s) arrey
tumne bataya kyu nahi thaa bhosadi ke 😂😂😂",NAG,GEN
C58.366,Tera bapki Renu mondl Sali kamini pagl renu,OAG,NGEN
C61.1225,Pagali sale vikre,OAG,NGEN
C36.757.4,"@Ahmad Baloch bhai mai tumhara dard samajh sakta hu ,...  
Koi baat nhi jala hua jakham bharne me thora time lagega pr bharega jarur.  
Be patient",NAG,NGEN
C7.2305,Zhatu Aadmi hai ye mat subscribe karo lavde Ko,OAG,GEN
C36.945.1,"Im vegetarian ab agar me bolu ki meko vegetarians ke sath rakho muje nonveg ni
pasand to faltu ki baat hogi na",CAG,NGEN
C7.1349,I stri subscribe karogi,NAG,NGEN
C46.228.1,Bilkul,NAG,NGEN
C38.72,"Yrr ye uncle keu accept nhe krega ..motu khe Ka ..I'm gay muje koi Kuch BOL ke
dikhay mu tod dunga",OAG,NGEN
C7.1445,Kuch toh log kehege ... logo ka kam h khena,NAG,NGEN
C4.2005,"bro item song me director sab ki galti nahi audiance ki galti hai ki wo achi
movie nahi dekhte raazi movie aai thi jisme ek bhi itnem song nahi tha per
usse koi dekhta hi nahi to director producer kya kare  
sala koi achi movie dekhta hi nahi",CAG,NGEN
C7.2009,Abe review dena faltu ka gyan kyu choddd raha hai,OAG,GEN
C9.74,Abey hatt😡😡,CAG,NGEN
C21.224,Dekhne jaata movie agar yeh bhen ki lodi actress nii hoti isme,OAG,GEN
C9.221,"Gujarat mai lokshahi last 25 yr se mar di gai hai Aur Abhi ye log pure Desh
mai yahi karna chahte hai, aap dono BJP se sahmat lag rahe ho",CAG,NGEN
C38.68.3,Daya Barani 👍,NAG,NGEN
C36.270,Is lya Kaha he ka Pakistan army se Larne ke bajy ghnd na marwane lag jayn 😆😂😃😁,CAG,NGEN
C7.1690.1,JAI SHREE RAM.🕉️🕉️🕉️🕉️🙏🙏🙏🙏,NAG,NGEN
C7.610.2,Utsav Sinha tum jaise feminist k gaand me 40 mm ka rod daal chahiye 😂😂,OAG,GEN
C7.860,"Jispe bitati h vhi janta hai  
Ye feminist kya krenge sale",OAG,NGEN
C61.14,sali Ki Beti Sali,OAG,GEN
C33.125,"😂😂😂😂🤣🤣 Bhai Wah kya video banaya hai........... Rula diya yaar ab toh tension
hone Laga hai bhai....... Mere ko koi milegi ki bhi nahi......... Section 377
ke Baad.......😢😢😢😢",NAG,NGEN
C7.50,"Jitne v log kabir singh character ko reality mai hero samajte hai jab besa koi
banda tumhari beti ya behen k pishe padega tab pata chalega",CAG,GEN
C4.1058,"Iss film ne bollywood ko dobara 10 saal peeche le aaya.... Aur iske success ne
umeed tod di. Yaad dilaya k india me ab bhi zyada kuch nahi badla.",CAG,NGEN
C45.372,Bokchodi,NAG,NGEN
C33.316,"Sabko pta keise chalta h ki wo lesbian h mai jeisi hi thick hu i am normal 😄
mai god se pray karti hu bhagwan sbko normal earth pr bheje",NAG,NGEN
C4.2154,Kutte ki tara pyar kar raha hein- best adjective... 😂,NAG,NGEN
C7.590.4,Feminism=Randi Rona,OAG,GEN
C4.1386,kitane log kabir Singh movie ko av Tak nahi dekha meri tarah,NAG,NGEN
C21.23,"jan kr bht afsos hota h k esi film sirf 20 cr kmati he ...or salman ki movies
200-300 cr kma leti he",CAG,NGEN
C4.606,Bhai family man per reaction do,NAG,NGEN
C7.1759,"bhai accha hua aapne uska naam or photo nhi dikhaya varna jese lakshay
chaudhry par strike aaya h aap par bhi aa jaata😂😂",NAG,NGEN
C4.1554,"[3:26](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=3m26s) Kutte ki tarah
pyaar krti/ krta hain 😆😂 wtf bro🤣",NAG,NGEN
C36.772.1,Bskhess mast kar,NAG,NGEN
C10.2,"Ranga billa nahi ye RANDI BILLI HAI... Ye hafiz aur pakistan ki baad mein
marna... pehle aise bhosdiwalo ko maardo...",OAG,GEN
C7.2528,"Liberals aur feminist sare chutiye hai aur ese chutiyo ko follow krne wale
unse bade chutiye hai...choriye chutiye to chutiye he rhenge...",OAG,NGEN
C9.274,Hame PM se satya bolna sikhna chahiye,NAG,NGEN
C4.734,Jab tak Hindustan me cinema rahega log chutiya bante rahenge,CAG,NGEN
C36.852.1,@Udoy Singh 😂😂 hat chakke bhosdike ja Gand Mara kisise,OAG,GEN
C45.222,आपका जगह का नाम क्या है,NAG,NGEN
C4.602,"Hamko mission mangal dekhna tha lekin sare dost Kabir Singh dekhne ja rahe
the...or jab ham bole mission mangal dekhne Chalo to sare hasne lage or bole
chutiya ho Kya... isiliye hmko majburi me Kabir Singh dekhna pada😐😐😐..fir war
or joker me hmko joker dekhna tha lekin dost log WAR dekhne Gaye.",NAG,NGEN
C7.1272,Bhai tere feminism ka view bahut narrow hain,CAG,NGEN
C7.513.1,Nhi kya hai ladkiyoko baate buri jaldi lagti hai,CAG,GEN
C7.2248,Sir stree ne abi Tak friendship accept nai ki😂😂😂😂😂😂😅😅😅,NAG,NGEN
C7.966.1,"Abbey to yeh wala point aaj ke movie se related hai issi liye to dikhaya hai
Lekin AAP BC mc likne mein bahut busy Rahi hongi shayad iss liye miss kar
diya..",OAG,NGEN
C26.21,"मे सलाम करता हु . गलत केस होने के बाद दामाद कुछ नही कर सकता . गलती गलत क़ानून
की है . क़ानून मे पुरुष खुदका बचाव भी नही कर सकता . तो वो क्या करे ? सिर्फ जेल
मे जाये क्या ?",NAG,NGEN
C7.1250,"Kabir singh vs Arjun reddy par video banao aur haan aap ne iss video me actors
ki acting ke baare me kuchh kaha nahi pls uspar ek video banao sir ji",NAG,NGEN
C10.1423.3,"Syria jaao jihad karo Islam Ko khatam kar rahe hain Americans..go save Allah
and his religion.  
Yahan kya karoge puncture banakar.",CAG,NGEN
C10.874,Kung fu kutta. Arnab you nailed it. Maja agya. Sahi Naam bataya,OAG,NGEN
C4.1287,"South India movies me 🤔🤔kuch sikhne ko milta hai .. mene to Bollywood 🤔dekhna
hi Kam Kar Diya",NAG,NGEN
C4.2128.4,"@Eminent - pubg Mobile hello chutiye...dusro ko gyaan batna chod aur pehli
Fursat mai Nikal lavde",OAG,GEN
C4.862,Jhaantu movie ek dum... 🤣 🤣 🤣 Bc.... Itna chutiyapa kaun krta.....,OAG,NGEN
C7.380,"Ajkal log film aur Netflix series se itna jal bhun Kyo jate hai, people should
enjoy aur agar jalna hai to na dekhe film aur webseries",CAG,NGEN
C9.170.1,"3 तलाक पर संविधान को गाली ओर caa पर संविधान  
ओर अब तो एक नया नारा ओर निकल गया जय भीम जय मीम  
अगर संविधान को मानते हो तो जन गण मन क्यों नहीं गाते  
  
ऐसी बात नहीं h की मुल्ले अब बदल नी रहे बदल रहे h सबसे बड़ा उदहारण तो जामा
मस्जिद m दिखा पहले बोलते थे हम किसी b मस्जिद m tringa झण्डा नहीं लगता  
ओर अब जामा मस्जिद में नमाज के बाद सबसे बडा tringa लहराया  
अगर ये डर h तो होना चाहिए",CAG,NGEN
C38.581,cutiye hai sab,OAG,NGEN
C10.438,"Kasturi,, , 😡😡",NAG,NGEN
C4.861.2,Me ne vi mardi,NAG,NGEN
C4.240,"Bollywood bhot badi chirand h india mai  
Agar isko sahi raste pe lana h to hume KHUD se shuru karna padega  
Inn salo ko jab tak paise milte rhenge ye ese chutiyapa karte rahenge  
Inki aakal jo hilana padega",OAG,NGEN
C10.405,Bc sare log chutiya hai baithe hai show Mai..btw I support cab NCR npr,OAG,GEN
C7.1383.3,"Haha, mister, naam to dhang se le lo, it is 'Sucharita', and not suchitra.
Itna to tumse hota nahi hai, tum kya bologe use.👎",CAG,NGEN
C36.788.1,"Agar hmko kuch abolished krni chahiye toh wo hain SC,ST,OBC reservation,iske
badle economically backwards logo ko reserved kre.",NAG,NGEN
C7.2577.1,right shagun jee best annlisis pratek sir,NAG,NGEN
C7.347,Teri maa ka bhosda,OAG,GEN
C7.637,Faminist walo ki maa ka bhosda.,OAG,GEN
C7.718,women empowerment ka matlab ye nahi ki men ko ghatiya saabit kiya jaye.,CAG,NGEN
C7.1594,"Unpado ko ye video bhut pasand aayega. Thodi si bhi buddhi hai to ye pata hoga
feminist aur pseudo feminist me Fark hota hai. Hn me feminist hu liberal hu
aur esa kuch nahi sochta jaisa ye vyakti bol RHA hai.",OAG,NGEN
C33.173,"Zabardest video bhaiyo,carry on",NAG,NGEN
C7.136,"Bhaaaaiiiiiii dil looooooot liyaa aaapne😍😍😍😍😍😍shukkar hai aap jaise lok bhi
abhi hain india mein jinki thinking as same as meri thinking jaisi
hai😍😍😍😍😍jeeeeeeeeyoooooooo bhaaaaiiiiii bass aap😘😘😘😘😘😘😘",NAG,NGEN
C7.2175,Movie bohot achi h..... Everyone must watch ache content p movie km hi bnti he,NAG,NGEN
C36.656,"[7:32](https://www.youtube.com/watch?v=ayIic-YKjEg&t=7m32s) obama khud gandu
hai",OAG,NGEN
C20.177,"Didi ko feminist movie dekhni hai aur equality ki batte chaiye aise kaise
chalega didi",CAG,NGEN
C4.948,"kabir singh asi movie jisko swetab ko movie dekhne ko force kiya bhai ne kha
tha movie nhe dekhta 🤣",NAG,NGEN
C7.900,"Bhai periods wala scene v to tha feminism support me.. bhen ki laudiyo ko wo
sb ni dikhega...",OAG,GEN
C21.316,"Aap sach me incredible ho bhai.....  
Itne rat bhi aap video shoot krte ho.....movie review ke sath sath aap sehat
pe bhi dhyan diya kijiye....  
Nice review....  
Good mid-night....",NAG,NGEN
C43.165.1,Pagal ho gaye ho kya? Kaun khulle mey sex karna chahega? Mein to kabhi nahin.,NAG,NGEN
C4.1522,"Chinta mat kriye bhai, ye log bs yhi ki janta Ko chutiya bna payenge. Oskar
kbhi ni laa payenge. Bhencho.. chahe Shahrukh ho yaa Salman ya Amitabh koi
Oskar ni la paya...",OAG,GEN
C19.82,"Bhosdike review de rha hai ya movie ki story bta rha hai ..........Agar review
Dena nahi aata hai to BC mat de na paise ke liye kuch bhi karega mc",OAG,GEN
C7.2144.1,no feminists ki aukat dikhai h bs 🙃,CAG,NGEN
C68.493,Main to zorrur sair karunga,NAG,NGEN
C7.64,AJ main Netflix par Kabir sing dakhi.... 👌👌👌 darun laglo ...,NAG,NGEN
C19.113,"agr ye log comment section padte hote to abi tk hata dete isko... log iska
video open hi krte h ki isko gaaliya de ske..pr inko saalo ko views mil jate h
inhe kya fark pad rha h....",CAG,NGEN
C7.1107,"wo bhi chutiya tum bhi chutiya ...ye Bollywood aur media mil ke sabko chutiya
bna rha hey....par kabir singh thik hi lga.... entertainment....mze lo...yar",OAG,NGEN
C7.1576.1,"Q nhi maar skte maar skta h  
Ldki bhi maar skti h ldke ko  
Pyaar me SB hota h  
Haa koi Jaan bujhkr maare kisi ldki Ko wo galat h  
I will not support him  
Pyaar me Maar skta h but uske Bina reh bhi nahi skta agr Sacha pyaar krta h to",NAG,NGEN
C36.1112.2,"@My loving vishu bakhwas bhaand kar aapni Mahabharata ghada kho badhnaam mat
kar",OAG,NGEN
C4.251,भाई इन सब से अच्छा था crime petrol ही अच्छा था,NAG,NGEN
C9.260,Ranga Billa Amit Shah aur Modi Hain. .,NAG,NGEN
C9.230.2,"Lekin ghar ke kuch log ghuspaithiye ko sharan diye hue hain...Lekin chaukidaar
ghar mein ghuse ghuspaithiye ko bahar nikalne ke liye sab ki jaanch to karega
hi...Ghar kewal ek aadmi ka nahi poore parivaar ka hora hai...Aur yahan to
poora sanyukt parivaar hai wo bhi 130 crore logon ka...KYON HILA DALA NA...",NAG,NGEN
C4.1111,"Bhailog mudde ki baat laao...Sirf Modi ji ko hi vote karo bass aur Nationalism
ko follow karo!!",NAG,NGEN
C4.478,Yeh movie reality dikhati hai . Toh dikat kya hai ?,NAG,NGEN
C7.1666,Bhai KY bol re tu..,NAG,NGEN
C7.170.4,"@Chirag Sabse pehle aapko apna Left-Right Conservative-Liberal ka concept
clear karna chahiye....  
Ye video dekhiye -  
<https://youtu.be/yNdB772uAsU>  
Aur duniya me kya chal Raha hai vo dekhiye... Theory Chhodiye practically
sochiye...  
Mai khud bhi aise gaav me rehta hu jo taluka bhi nahi hai... Aur mujhe pura
vishwas hai ki aapse jyada hi garibi dekhi hai maine...",NAG,NGEN
C4.2111.1,To film bhi vaise hi character ki thi na to director bhi vaise hi hon chahiye,NAG,NGEN
C36.853,Bikul serve kr sktye hain,NAG,NGEN
C10.1297,"R U DOT E BOY....... WHO IS FOOLISH ,FUNNY LOOKING FEMALE ??? WHAT'S WRONG
HER? JAISI SHAKAL WAISI AAKAL. KYA BAKWAS KAR RAHI HAI.... A NIKKAMI, NALAK,
GARIB JANATHA KO JHOOT BHOLNA SIKARIHAI...... COMMUNIST KUTTHI.......",OAG,GEN
C36.234,Prashant sir sbse accha smjhate h,NAG,NGEN
C59.523,Super super boss jio boss,NAG,NGEN
C38.222,against nature law. key lock k lye bne hui h key key k lye nai😂😂,CAG,GEN
C7.2310,Bahut Sahi Bhai😎😎😎😎😎,NAG,NGEN
C4.1599,"Bhai log kasam khao iss diwali koi movie nhi..only spend time with frnds and
beloved parents..Aur crackers (Ayurvedic crackers ) kharid lena from
""Priyanka's Herbals"" copowered by Nick",NAG,NGEN
C4.564,Jabardast bhai,NAG,NGEN
C7.1383.2,"@KUHU SRIVASTAVA bhai agar mai us r*ndi k naam achhe se likha fir bhi uska
review aur chehra utna hi ghatiya rahega.  
Lo*u kahi ke",OAG,GEN
C19.9,Yeh bahut hi badhiya movie hai ...aaj dekhliyaa 5/5 rating hai mera👌👌❤,NAG,NGEN
C38.763.2,galti nahi hai pr show karna bhi kaha tak thik hai,NAG,NGEN
C43.9,Ya sirf bakchodi hai,CAG,NGEN
C7.660,Shirt kamaal ki hai 😂😂😂😂,NAG,NGEN
C9.235.1,उसको लादेन का ध्यान में नही था।,NAG,NGEN
